,seller_id,within_expected_delivery_date,review_score,offer_trending_category,state_population_density,above_average
23,01fdefa7697d26ad920e9e0346d4bd1b,0.9384615384615385,4.376923076923077,1,52.4,True
24,0241d4d5d36f10f80c644447315af0bd,0.943089430894309,4.300813008130081,1,52.4,True
25,0249d282d911d23cb8b869ab49c99f53,0.8181818181818182,4.2727272727272725,1,166.25,False
26,024b564ae893ce8e9bfa02c10a401ece,1.0,4.75,0,166.25,False
27,028872bfa080090a9d0abd4f1af168f8,1.0,5.0,0,33.41,False
28,02b72cdeb9cfcc429f1af6f4e3f3b737,1.0,4.75,0,166.25,False
29,02c988090b766852e088c69d7fb3b551,1.0,4.6875,0,166.25,False
30,02d35243ea2e497335cd0f076b45675d,0.625,2.6875,1,59.99,False
31,02dcd3e8e25bee036e32512bcf175493,0.6666666666666666,3.933333333333333,0,33.41,False
32,02ecc2a19303f05e59ce133fd923fff7,1.0,4.541666666666667,1,166.25,False
33,02f5837340d7eb4f653d676c7256523a,0.9666666666666667,4.833333333333333,0,52.4,False
34,02f623a8eb246f3c5f7c2f96462654e6,0.9090909090909091,4.568181818181818,1,166.25,True
35,0307f7565ff85b299b6e5ef162b1b1a9,1.0,3.5,1,166.25,False
36,0336182e1b3e92f029d5354832045fdf,1.0,2.0,1,166.25,False
37,034b9387752bfa309f350a70cd45ffa3,1.0,4.5,1,65.29,False
38,038b75b729c8a9a04b0d07cba7eabe86,0.5,3.5,1,166.25,False
39,039b29ff3b3473435d0cd59040575de9,1.0,4.444444444444445,0,166.25,False
40,039e6ad9dae79614493083e241147386,0.8,4.0,0,166.25,True
41,03a2a6dcbe45d639c4dc2a0d24769c40,0.8888888888888888,4.111111111111111,0,166.25,False
42,03bd479e1d9484cdb14104d3023f7321,0.6666666666666666,4.333333333333333,1,33.41,False
43,0417b067eeab773d2f7061a726dc477f,0.6923076923076923,3.923076923076923,1,65.29,False
44,042573af89b6d931f672efaf789d8358,0.6666666666666666,3.6666666666666665,1,166.25,False
45,04308b1ee57b6625f47df1d56f00eedf,0.8804347826086957,3.9456521739130435,1,65.29,True
46,0432ead42b6c8a0bdf68154add917fdf,0.9655172413793104,4.551724137931035,1,166.25,True
47,044668ccd5316b12a7cf0d54a156e3e9,1.0,5.0,0,166.25,False
48,04843805947f0fc584fc1969b6e50fe7,0.0,5.0,1,39.79,True
49,048c2757535328e0d7dac690ad3c0aae,0.86,4.18,0,166.25,True
50,04aa0a1c5ce6b222003403a3e11c3cc0,0.8823529411764706,3.5294117647058822,1,166.25,False
51,04aba03279157f6d4e0fe8ccaf21963c,0.9333333333333333,4.533333333333333,1,365.23,False
52,04e38a233f726ef161074ab1c9b0399a,0.875,4.166666666666667,1,166.25,False
53,04ee0ec01589969663ba5967c0e0bdc0,1.0,5.0,0,39.79,False
54,04fdea0c111866e6cf812f1570d6b5bd,0.875,3.5,1,166.25,False
55,0509040ea3fe50071181bbc359eb7738,0.9375,4.5,1,33.41,False
56,052577151711aec5c744fe12e66db3e1,1.0,5.0,0,65.29,False
57,054694fa03fe82cec4b7551487331d74,0.7142857142857143,3.2857142857142856,1,166.25,True
58,056b4ada5bbc2c50cc7842547dda6b51,0.8923076923076924,4.107692307692307,1,365.23,True
59,0570350b23eda5444f8d1d9544932058,1.0,5.0,1,166.25,False
60,05730013efda596306417c3b09302475,1.0,5.0,1,65.29,True
61,058cb5aeb36d7c0fcae20fc85d5e0a59,0.9166666666666666,3.5833333333333335,0,365.23,False
62,058fd0aa2bfdb2274e05e1ae971dabb6,0.9206349206349206,4.380952380952381,1,166.25,True
63,05a48cc8859962767935ab9087417fbb,1.0,5.0,0,166.25,False
64,05a940b4ecae36cadfd8e93bd9c43257,1.0,4.222222222222222,1,17.65,False
65,05aebce0b5c8f0d41b29b686f2d05fd3,0.5,5.0,0,166.25,False
66,05ca864204d09595ae591b93ea9cf93d,0.0,5.0,0,166.25,False
67,05d2173d43ea568aa0540eba70d2ca76,0.9393939393939394,3.909090909090909,1,33.41,True
68,05e107217c7266362fd44b75b2cd4cc4,0.5,4.125,0,166.25,False
69,05f51e13da97139648b8125c31e5f51b,0.85,4.25,1,33.41,True
70,05feb94f19d094d4b0f9281f0b1d4c99,1.0,4.5,1,166.25,True
71,05ff92fedb5be47920fea08e501238b9,0.95,4.283333333333333,1,39.79,True
72,062c325cd6a2b87845fab56b4ec2eeae,1.0,5.0,0,166.25,False
73,062ce95fa2ad4dfaedfc79260130565f,0.9661016949152542,4.016949152542373,1,39.79,False
74,06532f10282704ef4c69168b914b77be,1.0,4.625,0,52.4,True
75,06579cb253ecd5a3a12a9e6eb6bf8f47,0.8428571428571429,3.842857142857143,1,166.25,False
76,066a6914e1ebf3ea95a216c73a986b91,0.9583333333333334,3.9722222222222223,1,52.4,False
77,0691148aee60ca47977c187804f935ae,0.9622641509433962,3.990566037735849,1,52.4,True
78,0692610d8abe24f287e9fae90ea0bbee,0.75,4.0,1,166.25,False
79,06a2c3af7b3aee5d69171b0e14f0ee87,0.763681592039801,3.9800995024875623,1,19.81,True
80,06bb3a2fe5e7b7a845b13e8fb91bd944,1.0,4.611111111111111,1,33.41,False
81,06df0c10d34e459d9672bc77388742eb,0.9,4.366666666666666,1,52.4,True
82,06e5eefc71ec47ae763c5c6f8db7064f,0.978494623655914,3.924731182795699,1,39.79,True
83,07017df32dc5f2f1d2801e579548d620,1.0,4.111111111111111,0,66.7,False
84,070d165398b553f3b4b851c216b8a358,0.868421052631579,3.473684210526316,0,166.25,False
85,0725b8c0f3f906e58f70cbe76b7c748c,0.8055555555555556,3.6527777777777777,1,166.25,False
86,0743a0239d764b9a0f959a57d07e36ab,1.0,4.75,1,166.25,False
87,0747d5bb69f0586cc869d8af4c50f93e,0.9230769230769231,3.8461538461538463,0,365.23,False
88,0761743cbffb25d7148189e9f1a5f03a,1.0,4.285714285714286,1,166.25,False
89,077c5fae4bea9500e3737b16f71b9d3a,1.0,4.666666666666667,1,166.25,False
90,0791d9fc1e30678ecf03d3e55fa108d3,1.0,2.727272727272727,1,33.41,False
91,079d295dcbf06ee8bb1b65ba964eb2b6,1.0,4.8,0,166.25,False
92,07a9bc7f61396b658ddf3ac534efe44c,1.0,3.5,1,166.25,False
93,07bf9669d84d1f11be443a9dd938f698,1.0,3.25,0,166.25,False
94,07d75e33f2750d97d467fb57e4dfdd8a,1.0,2.5,1,166.25,False
95,07de60b03d150fb3ea09eab5da5e4c8b,0.8888888888888888,4.333333333333333,1,166.25,False
96,07e8e8fc5222bb358e6f259da3197074,1.0,4.0,0,166.25,False
97,080102cd0a76b09e0dcf55fcacc60e05,0.9609375,4.53125,1,33.41,True
98,080199a181c46c657dc5aa235411be3b,0.9759036144578314,4.614457831325301,1,166.25,True
99,08061dc0fc165ed41288cc7acde738ee,0.75,4.5,1,166.25,False
100,08084d990eb3f53af056ccbc1730c8a7,1.0,4.166666666666667,0,166.25,False
101,081acf3de680d554796c9cf041be7bc2,0.875,4.125,1,33.41,False
102,082e0bf4cb865a6533b1e8e498cc0255,0.8695652173913043,3.3043478260869565,1,166.25,False
103,085f6f7e049c996695fb2074fe38d45e,1.0,3.625,1,166.25,False
104,08633c14ef2db992c11f840f04fad4cd,0.9381443298969072,4.237113402061856,1,166.25,True
105,0873d9f8f36123f8d910f4760e788cfb,0.5,3.1666666666666665,0,166.25,True
106,0885aaf116795758dfeb5f1032487bcd,0.9655172413793104,4.241379310344827,1,166.25,False
107,0887a9f087bcd5d9f6642b52f897fc6c,0.9166666666666666,4.416666666666667,1,166.25,False
108,08ad4ac1388e4420ca531c3edfc46198,1.0,2.7142857142857144,0,166.25,False
109,08cdbae123ff67ca4e36d9d641ce0119,0.3333333333333333,2.5,0,33.41,True
110,08d0949a9a17c027262db1f3c450c26c,1.0,3.7083333333333335,1,52.4,False
111,08d1c9478fb0d7d7fcac9c0da4e82fc7,1.0,5.0,1,33.41,False
112,08d2d642cf72b622b14dde1d2f5eb2f5,0.85,4.45,1,166.25,False
113,08f5819815f3d06545011850bd70f0a8,1.0,4.666666666666667,1,166.25,False
114,091065b789659bc3cd9af9cb3a6253ff,1.0,3.5,1,39.79,False
115,0936e1837d0c79253456bbb2ffaaef10,1.0,5.0,0,166.25,False
116,093805f8f2aeb63881444571e1f48f30,0.9629629629629629,3.814814814814815,1,166.25,False
117,094ced053e257ae8cae57205592d6712,1.0,4.052631578947368,1,166.25,False
118,0951a6e282947e09cd47969f4ed0b47f,1.0,4.857142857142857,1,166.25,False
119,09883d9ab71c8fe8a9bfc7fc3075b07e,0.75,4.0,1,166.25,False
120,099095b050cfe8eb1ddff5317587e96e,0.8421052631578947,3.0526315789473686,1,166.25,True
121,09bad886111255c5b5030314fc7f1a4a,1.0,5.0,0,166.25,True
122,09f952a5f58d2285b0372551ae8f9b01,0.9464285714285714,3.875,1,166.25,True
123,0a198e95d32b1be2da9424c962a6ebfa,1.0,5.0,0,33.41,False
124,0a82f5fb06a4fe4ac2cf7cb412ec71b8,1.0,5.0,0,166.25,False
125,0a85ebe4e328db81ac9109781205e2f7,0.9166666666666666,4.583333333333333,1,166.25,False
126,0aa2205ca24f113f4658a5c536667426,1.0,2.8181818181818183,0,166.25,False
127,0ac4201fda2c68ebc0e47cb9423cf3c9,0.9285714285714286,4.285714285714286,1,166.25,False
128,0ad80de75c811326389cfb1daba7d45e,1.0,4.833333333333333,1,365.23,False
129,0adac9fbd9a2b63cccaac4f8756c1ca8,0.9477611940298507,4.007462686567164,1,166.25,True
130,0ade5cc4a305ed7093a23f68ca47519c,1.0,5.0,1,52.4,False
131,0aea4c6ae1505b3228ddf3dd7822ee5b,0.75,3.875,1,166.25,False
132,0af2ab31141893d26aca5a404a537dab,1.0,5.0,1,166.25,False
133,0af977692321d895349eded183341d28,1.0,4.5,0,166.25,False
134,0afccdb8a34ee5c79f7c06faf2b4d56e,0.9166666666666666,3.9583333333333335,0,33.41,False
135,0b09101900100c0e9d312861fad5a1b9,1.0,4.0,1,166.25,False
136,0b0ddbc7b9d9584f442c7ac92b0ff6c9,1.0,4.666666666666667,1,166.25,False
137,0b18d63d0cd1d723567903fd34a07df2,1.0,4.785714285714286,1,166.25,False
138,0b1ca3ef18a63d7eb0c8897fa0849c08,1.0,5.0,1,166.25,False
139,0b35c634521043bf4b47e21547b99ab5,0.8831168831168831,3.4935064935064934,0,52.4,True
140,0b36063d5818f81ccb94b54adfaebbf5,1.0,5.0,0,65.29,False
141,0b3f27369a4d8df98f7eb91077e438ac,1.0,4.0,1,166.25,False
142,0b46f784306be7200ca1700aa55d819f,1.0,5.0,1,33.41,False
143,0b64bcdb0784abc139af04077d49a20e,1.0,4.75,1,39.79,False
144,0b90b6df587eb83608a64ea8b390cf07,0.9665071770334929,4.002392344497608,1,52.4,True
145,0bae85eb84b9fb3bd773911e89288d54,0.993103448275862,4.227586206896552,1,166.25,True
146,0bb27263628258b8111a0262769fa9db,1.0,5.0,1,166.25,False
147,0bb738e4d789e63e2267697c42d35a2d,0.9655172413793104,4.633333333333334,0,166.25,False
148,0be8ff43f22e456b4e0371b2245e4d01,0.9371428571428572,3.9657142857142857,1,166.25,True
149,0bebbb2cea103a4a020c95d43fd7d754,1.0,4.888888888888889,1,166.25,True
150,0bf0150d5b9d60d9cd2906003332f085,0.8064516129032258,3.6774193548387095,1,166.25,False
151,0bfd0b434243adc5c2e1aa6baf19c6aa,1.0,3.6666666666666665,1,365.23,False
152,0c7533c71df861ec58ad7ff999ed0e8d,0.958904109589041,4.082191780821918,0,166.25,False
153,0c7f30ae9b147eca07affbef92832a6a,1.0,5.0,1,52.4,False
154,0c8380b62e38e8a1e6adbeba7eb9688c,0.9495412844036697,4.041284403669724,1,33.41,True
155,0cab2da43793a6f3c5ed8514c5f54627,1.0,5.0,1,52.4,False
156,0cbcee27c791afa0cdcb08587a2013a8,0.8974358974358975,4.0,1,33.41,False
157,0d33a55da925bbf1ff02af5f6059fc7f,0.9583333333333334,4.5,1,166.25,False
158,0d4c8269e7f0401201794deef160edd6,1.0,4.0,1,166.25,False
159,0d83f8e03188682112cc0d93523705cc,0.5,2.75,1,39.79,False
160,0d85bbda9889ce1f7e63778d24f346eb,0.8103448275862069,3.8793103448275863,0,33.41,False
161,0daf5180aa44356f60f8effa533b55a2,0.5,5.0,0,17.65,False
162,0db783cfcd3b73998abc6e10e59a102f,0.9629629629629629,4.211678832116788,1,166.25,False
163,0dd184061fb0eaa7ca37932c68ab91c5,0.9015544041450777,3.937823834196891,1,166.25,True
164,0ddefe3c7a032b91f4e25b9c3a08fca1,1.0,4.5,1,166.25,False
165,0df3984f9dfb3d49ac6366acbd3bbb85,0.9886363636363636,4.340909090909091,1,33.41,True
166,0dfbed20065e425d2eaefb101f9816c0,0.6666666666666666,2.6666666666666665,1,166.25,False
167,0e44d110fa6a54e121cb2c095a77762f,0.8333333333333334,4.333333333333333,0,166.25,False
168,0e72c1a751b496722a6cb1f10653b62a,1.0,4.666666666666667,1,166.25,False
169,0e982cff76cc0579f632cea8a0e38c9d,1.0,4.142857142857143,0,65.29,False
170,0ea22c1cfbdc755f86b9b54b39c16043,0.9849056603773585,4.30377358490566,1,33.41,True
171,0eaa7e33d73809f1f925f7d07c506cbd,1.0,4.6,1,166.25,False
172,0ebd97a106433a45a4aebe57c1799778,1.0,4.5,0,33.41,False
173,0ec28cec4046a4a199b6de9b4c891d97,1.0,5.0,1,17.65,False
174,0ed6ce5d87fd9c69eaacaeb778d67235,0.8571428571428571,4.309523809523809,1,166.25,False
175,0ee4fb99ac55ffbbc98795aa01b7f8fa,1.0,5.0,1,166.25,False
176,0ef83d7d83ed97cd2a0049ac8be5f88a,0.9818181818181818,4.181818181818182,1,52.4,True
177,0f0c984a4a955310903b6b6008660bad,0.75,3.75,1,166.25,False
178,0f519b0d2e5eb2227c93dd25038bfc01,1.0,5.0,1,166.25,False
179,0f7eea709efdf942b5f95c7516dbacd7,1.0,4.0,1,166.25,False
180,0f80a40c312b2472dca482cf50f5186f,1.0,3.0,0,166.25,False
181,0f94588695d71662beec8d883ffacf09,1.0,5.0,0,65.29,False
182,0fe2d9733ed841eb064503920015a8c0,1.0,4.666666666666667,1,166.25,False
183,0ff83046c3fa22efee8ecf291888b191,1.0,4.818181818181818,1,39.79,False
184,0ffa40d54288e4f3499b8780dd0f144f,0.8571428571428571,4.4,0,166.25,False
185,10076e5788b8ee532724bcd460baf762,0.9615384615384616,4.615384615384615,1,166.25,False
186,10089e9f2fd0c668a8fd4e52e1698888,1.0,4.333333333333333,0,166.25,False
187,101a3a003516bc11253298b2fad3cb65,1.0,4.833333333333333,1,166.25,False
188,1025f0e2d44d7041d6cf58b6550e0bfa,0.9077464788732394,3.8535211267605636,1,166.25,True
189,10264f60a8f0a4d2f30810f5c661c673,1.0,5.0,1,166.25,False
190,1099a00e0ee3a50935e6c2447ca090c5,0.6666666666666666,3.6666666666666665,0,365.23,False
191,10cdd491d1dbea8fb4ead97b19c334ce,1.0,5.0,0,33.41,False
192,10ff823eda2b032e2c93d17a7d294736,1.0,4.25,1,166.25,False
193,112453736dbe3889cfb74e1aaa0ba0c1,1.0,4.071428571428571,1,166.25,True
194,1127b7f2594683f2510f1c2c834a486b,0.9375,4.1796875,1,166.25,False
195,11305281b50fff20ae8bb473f8e11876,0.875,4.35,1,33.41,False
196,113e3a788b935f48aad63e1c41dac1bd,0.9583333333333334,4.416666666666667,0,166.25,False
197,116ccb1a1604bc88e4d234a8c23f33de,0.9452054794520548,4.602739726027397,1,166.25,False
198,11742f81550ac064cc9a40f67151d9ad,1.0,5.0,0,166.25,True
199,117cfc326c6d50da67ca858ff5c0c852,1.0,4.6,1,365.23,False
200,11938fcc75f6902fea1d0a6f72b54a57,1.0,3.0,1,65.29,False
201,119c7f1a00ef43fad0e57604e76a747c,1.0,4.5,1,166.25,False
202,119d1aef1b4144adba89163f6cd9f5d4,1.0,4.75,1,166.25,False
203,11bfa66332777660bd0640ee84d47006,0.8235294117647058,3.784313725490196,1,166.25,False
204,11d4c477d09821164bca4f70a2eae031,1.0,5.0,0,166.25,False
205,11eac105f3f90a9b87b19c89d91e24f3,1.0,3.6,1,166.25,False
206,11fb6f6d341adbe19e81733701704635,1.0,5.0,1,166.25,True
207,120476eb7a04c149d14772edaf5d9bf2,1.0,3.8333333333333335,1,365.23,True
208,1284de4ae8aa26997e748c851557cf0e,1.0,2.6666666666666665,1,166.25,False
209,128639473a139ac0f3e5f5ade55873a5,0.9368231046931408,4.182310469314079,1,52.4,True
210,128f9bfbe4c7d5185033914b1de3d39a,0.9333333333333333,4.8,1,166.25,False
211,12a8eb0f8d1cd3270695bf2a99f55966,0.5,3.5,0,166.25,False
212,12b9676b00f60f3b700e83af21824c0e,0.9849624060150376,4.541353383458647,1,39.79,True
213,12c2ed9cded6138cf0c75f525f565fc7,0.5,4.25,1,166.25,False
214,13074f016982ff2bd6c58ced8682f000,0.7142857142857143,4.142857142857143,1,39.79,False
215,131fcb0a0c9a47bba4474aacff0f14b7,1.0,4.0,0,166.25,False
216,1336efc61c316ddf92c899eb817f7cae,0.9058823529411765,3.9411764705882355,1,166.25,False
217,134285d1f41da5c13a756ee8142c8a4e,1.0,2.75,1,166.25,True
218,134a288e7de827ec5ec62e3ec9c3a295,1.0,4.777777777777778,0,166.25,False
219,134b867a0f7f8bbe6abf10f91874891e,1.0,4.0,1,166.25,False
220,13511db12ac61e2f89c53b72a944a60b,0.8333333333333334,3.5,1,39.79,False
221,1352e06ae67b410cdae0b2a22361167b,0.0,3.0,0,365.23,False
222,1354d51653f645349064725ed204e85e,0.95,3.8,1,166.25,False
223,138dbe45fc62f1e244378131a6801526,0.9655172413793104,3.9827586206896552,1,166.25,False
224,139157dd4daa45c25b0807ffff348363,1.0,4.0,0,166.25,False
225,13c2ed7698b3ca92dad49e849219da59,1.0,4.444444444444445,0,52.4,False
226,13d058e4eeac2ce8217660b2f8a05812,0.8636363636363636,4.181818181818182,0,166.25,False
227,13d95f0f6f73943d4ceffad0fc2cd32c,0.0,3.0,1,17.65,False
228,13dd308f81fea30cc670c656b2b46cc3,0.6666666666666666,5.0,1,166.25,False
229,13e85aac53340018b40c2af68001b7e0,1.0,5.0,1,166.25,False
230,13f57c12a00ed4610db646b913a7f5c6,0.8461538461538461,4.769230769230769,1,166.25,False
231,13fa2a6c6b9d0f43cb588d7c82117a12,0.7,4.0,1,166.25,False
232,141440cad9341e553f8401c574a2aa38,1.0,4.166666666666667,1,52.4,False
233,1430239a858e7682bbc43b20758af153,1.0,4.0,1,166.25,False
234,1444c08e64d55fb3c25f0f09c07ffcf2,1.0,1.0,0,24.82,True
235,1464afc72f696af775557a821c2e253f,0.9666666666666667,4.166666666666667,1,365.23,False
236,14a08204d03bb6b6bde8029f801ae0eb,1.0,3.8157894736842106,1,166.25,False
237,14d7985702e72162bbf13b6beb74ab2b,0.868421052631579,4.342105263157895,1,166.25,False
238,14ee35374a7876217954b5fa08e50463,0.8333333333333334,4.333333333333333,1,166.25,False
239,14f2b3587172b9db894c9bad8dab520b,1.0,2.5,1,39.79,False
240,152ee17e4c8aaf53dac99f3462e4999b,1.0,4.333333333333333,1,65.29,False
241,154bdf805377afea75a3bd158e9eab10,0.0,1.0,0,166.25,False
242,1554a68530182680ad5c8b042c3ab563,0.9288389513108615,4.2434456928838955,1,33.41,True
243,157c3e4b42f81ac4a44e8b1ca2fe9876,0.9354838709677419,3.967741935483871,1,166.25,False
244,1588ac4010787100dddef64568f0ae35,1.0,3.0,1,52.4,False
245,15aac934c58d886785ac1b17953ea898,0.8461538461538461,4.115384615384615,1,76.25,False
246,15b3b1b81484422eb41df68ac87f1f50,1.0,1.0,1,166.25,False
247,15cd6eefe58588619aaed41dfa6621b1,0.9444444444444444,4.333333333333333,0,33.41,False
248,15ead3a5037a918ddb520dfe39a3d2b9,0.7142857142857143,4.857142857142857,0,33.41,False
249,15fa791d5e017f66402dc28c44480657,0.875,4.25,0,166.25,False
250,160851d3ece7aa1a510f8d1a4bb8a8af,1.0,5.0,1,166.25,False
251,16090f2ca825584b5a147ab24aa30c86,0.8916256157635468,4.068965517241379,1,166.25,True
252,160e4f13fd3a64b1b86807be88b5ffb0,1.0,4.25,0,52.4,False
253,164a5a8794e6d42e14f55e447b12a3bc,1.0,5.0,0,52.4,False
254,165b1235e9e9942cb5fae67103576fb0,0.9375,4.3125,1,166.25,True
255,165fc07beebdcb6190fba8a06db2a449,0.875,3.6875,1,52.4,True
256,1660ad786c27fd935378b6192a90b417,0.9230769230769231,4.615384615384615,1,166.25,False
257,166e8f1381e09651983c38b1f6f91c11,1.0,5.0,0,65.29,False
258,167fd940acebc789debd6eb418c46e38,0.8,3.0,1,166.25,False
259,1690cada046eb7e92c12f98b1f8a8167,0.9,4.9,1,166.25,False
260,16bdc8cefd0e32a6f0824d296c5ad14a,1.0,5.0,0,166.25,False
261,1703bc09972dab9782e7a9194943b69f,1.0,5.0,1,33.41,False
262,1710c3aaa9c6b44ec3883ee0fe300e21,1.0,5.0,1,166.25,False
263,17306570e772e7718c92a562d33f5f1d,0.9333333333333333,3.7666666666666666,1,166.25,True
264,173d56ffbd4c56cb80fc3615487d712b,1.0,5.0,0,166.25,False
265,1746c1ae87ac63d530c7c943d0ac42e2,1.0,5.0,1,166.25,False
266,1771297ac436903d1dd6b0e9279aa505,0.9722222222222222,4.583333333333333,1,166.25,False
267,1782ce2db72c3dda627d5e7c898104e1,0.9,4.3,1,166.25,False
268,17908cf9b444ee34047cadd5c0f4a516,0.9090909090909091,4.545454545454546,1,17.65,False
269,17998cf586426bf0f2c3726cb0a4b211,1.0,4.0,0,33.41,False
270,179d859f51292aac5c10806a356f7af9,0.8421052631578947,4.315789473684211,0,166.25,False
271,17a053fcb14bd219540cbde0df490be0,0.918918918918919,4.202702702702703,0,166.25,True
272,17ca9b9e9b9ef8fdb529001b49ebb50f,0.9765625,4.03125,1,33.41,True
273,17e34d8224d27a541263c4c64b11a56b,0.9192307692307692,4.188461538461539,1,166.25,True
274,17eea220a40cc0d2c0c5346379682398,0.3333333333333333,3.6666666666666665,1,166.25,False
275,17f51e7198701186712e53a39c564617,0.9180327868852459,4.344262295081967,1,166.25,True
276,180c3376aff0e43dd5788709df48a843,0.9,4.7,0,166.25,False
277,1835b56ce799e6a4dc4eddc053f04066,0.8947368421052632,3.588929219600726,1,166.25,True
278,1838dd9b8977065acf51d95e0053ea7a,0.9538461538461539,4.338461538461538,1,33.41,False
279,184725737946a1a938bbbd1a9e978103,1.0,4.666666666666667,1,166.25,False
280,184a67a8f9f63234d3a92340bbdb727f,1.0,3.9,1,65.29,False
281,186cdd1b2df32caa72cfb410bba768d3,1.0,5.0,1,65.29,False
282,189ca3538ce9f920cacf0f982cbe223b,1.0,3.8,0,166.25,False
283,18a349e75d307f4b4cc646a691ed4216,0.9453125,3.5078125,1,166.25,True
284,18e694e0e48ed6f7aa3f24aade5fd697,0.9705882352941176,4.676470588235294,1,166.25,False
285,1900267e848ceeba8fa32d80c1a5f5a8,0.9005736137667304,3.844168260038241,1,166.25,True
286,191d55f7edb8524d525ed01b20fe32e8,0.6666666666666666,2.3333333333333335,0,444.07,False
287,1927cdb9fa74f5270097f6250e8e8f34,1.0,5.0,0,166.25,False
288,19484c79cef6c062cb177aa4ef2fcc3c,0.0,1.0,0,166.25,False
289,1961c3e1272bfeceb05d0b78b5bbfdaf,1.0,4.666666666666667,0,166.25,False
290,1976a05ecf2996d6ffb7b5430e635fe7,0.7777777777777778,4.0,1,166.25,False
291,1987cd4be10fe09ee50454f9c354d1c6,0.9375,4.25,0,33.41,False
292,198c7ea11960a9844b544d9bcdca860c,0.88,3.88,1,33.41,False
293,1996942dc085d7773ba77a529b163cd0,1.0,4.222222222222222,1,166.25,True
294,19a7c9f66ffa6452ff4b4c0cca71da27,1.0,5.0,1,52.4,False
295,19d62d484cba71963c93f0f00ab42013,1.0,4.0,1,65.29,False
296,19e0f40a907ec568c34bfac15de4f4a1,1.0,5.0,1,166.25,False
297,1a3df491d1c4f1589fc2b934ada68bf2,0.9473684210526315,4.242690058479532,1,65.29,True
298,1a8e2d9c38b84a9702ac7922924b0573,1.0,5.0,0,65.29,False
299,1a932caad4f9d804097d7f8e615baed1,0.8666666666666667,3.566666666666667,0,166.25,True
300,1acde099eb406aa220b1169b188b42da,1.0,4.3,1,166.25,False
301,1b0b0f4f95e962d6f32fe90c759d0479,1.0,5.0,1,166.25,False
302,1b1ae47a313a825a7ccceb8e2e30fa9d,1.0,3.9,1,52.4,False
303,1b45169b635ef59425637e9a33eb5fb3,1.0,4.625,1,52.4,False
304,1b4b28463457a256e9a784ebe2a8f630,0.0,1.0,1,166.25,True
305,1b4c3a6f53068f0b6944d2d005c9fc89,0.9391304347826087,4.147826086956521,1,65.29,True
306,1b61fb1f0f2185d89e9a126c498e9cc7,1.0,5.0,1,52.4,False
307,1b65c144b17e607c0f37f10bb7dfec8d,1.0,2.0,0,65.29,False
308,1b7e5006cb25dd23ce8686691013b121,0.8181818181818182,4.363636363636363,1,166.25,False
309,1b8356dabde1d35e17cef975c3f82730,0.9833333333333333,4.133333333333334,1,166.25,False
310,1b8b75e227c9a9c100d0c210fb6176ce,0.9333333333333333,3.933333333333333,0,166.25,False
311,1b938a7ec6ac5061a66a3766e0e75f90,0.967741935483871,4.451612903225806,1,166.25,False
312,1bb2bdb95f4841f1bba2c0d2cd83d3c9,0.927710843373494,4.566265060240964,0,166.25,False
313,1bb3812d5f0747a3ab7348f199001a10,1.0,4.888888888888889,1,166.25,False
314,1bc2e21de46adfea6b98cc96b00f3b40,1.0,3.6,1,65.29,False
