seller_id,total_revenue,first_sell_date,total_months,average_monthly_revenue,above_average
052577151711aec5c744fe12e66db3e1,687.0,2017-10-26 18:35:40,11,62.45454545454545,False
054694fa03fe82cec4b7551487331d74,8286.1,2017-01-07 17:20:56,20,414.305,True
056b4ada5bbc2c50cc7842547dda6b51,12203.399999999989,2017-12-01 10:20:48,10,1220.3399999999988,True
0570350b23eda5444f8d1d9544932058,626.9,2018-04-12 23:43:37,5,125.38,False
05730013efda596306417c3b09302475,952.0,2018-07-06 18:37:58,2,476.0,True
058cb5aeb36d7c0fcae20fc85d5e0a59,1236.0,2017-09-25 22:41:26,12,103.0,False
058fd0aa2bfdb2274e05e1ae971dabb6,7549.9,2017-08-03 11:36:18,14,539.2785714285714,True
05a48cc8859962767935ab9087417fbb,42.9,2018-08-02 12:05:38,1,42.9,False
05a940b4ecae36cadfd8e93bd9c43257,695.1,2017-07-16 17:22:22,14,49.65,False
05aebce0b5c8f0d41b29b686f2d05fd3,74.99000000000001,2018-03-05 16:24:44,6,12.498333333333335,False
05ca864204d09595ae591b93ea9cf93d,179.9,2018-08-16 09:18:25,1,179.9,False
05d2173d43ea568aa0540eba70d2ca76,5759.66,2017-09-27 12:01:09,12,479.97166666666664,True
05e107217c7266362fd44b75b2cd4cc4,193.38000000000002,2018-06-29 23:02:10,2,96.69000000000001,False
05f51e13da97139648b8125c31e5f51b,13100.309999999987,2017-07-10 16:09:38,14,935.7364285714276,True
05feb94f19d094d4b0f9281f0b1d4c99,9353.0,2017-08-14 08:05:48,13,719.4615384615385,True
05ff92fedb5be47920fea08e501238b9,21235.980000000003,2016-10-04 16:02:18,24,884.8325000000001,True
062c325cd6a2b87845fab56b4ec2eeae,133.22,2018-05-07 11:48:13,4,33.305,False
062ce95fa2ad4dfaedfc79260130565f,7479.099999999995,2017-01-26 18:48:30,20,373.95499999999976,False
06532f10282704ef4c69168b914b77be,9827.95,2017-03-03 14:12:45,19,517.2605263157895,True
06579cb253ecd5a3a12a9e6eb6bf8f47,4587.400000000001,2017-08-03 17:47:10,13,352.8769230769231,False
066a6914e1ebf3ea95a216c73a986b91,8956.37999999999,2016-10-06 17:10:05,24,373.1824999999996,False
0691148aee60ca47977c187804f935ae,5868.509999999998,2017-11-24 15:13:24,10,586.8509999999999,True
0692610d8abe24f287e9fae90ea0bbee,173.99,2018-06-02 11:14:09,3,57.99666666666667,False
06a2c3af7b3aee5d69171b0e14f0ee87,36097.980000000185,2018-01-19 09:51:37,8,4512.247500000023,True
06bb3a2fe5e7b7a845b13e8fb91bd944,1536.19,2017-09-11 08:09:15,12,128.01583333333335,False
06df0c10d34e459d9672bc77388742eb,9070.0,2018-03-16 13:58:32,6,1511.6666666666667,True
06e5eefc71ec47ae763c5c6f8db7064f,21648.670000000006,2017-04-25 16:33:00,17,1273.4511764705885,True
07017df32dc5f2f1d2801e579548d620,946.49,2017-03-08 15:00:44,18,52.58277777777778,False
070d165398b553f3b4b851c216b8a358,3333.1699999999964,2017-08-24 10:29:36,13,256.397692307692,False
0725b8c0f3f906e58f70cbe76b7c748c,2161.5199999999986,2017-01-20 17:23:00,20,108.07599999999994,False
0743a0239d764b9a0f959a57d07e36ab,336.96,2018-07-24 10:50:34,2,168.48,False
0747d5bb69f0586cc869d8af4c50f93e,322.79999999999995,2016-10-06 13:39:20,24,13.449999999999998,False
0761743cbffb25d7148189e9f1a5f03a,241.2,2017-11-30 09:38:21,10,24.119999999999997,False
077c5fae4bea9500e3737b16f71b9d3a,106.8,2017-09-19 12:44:23,12,8.9,False
0791d9fc1e30678ecf03d3e55fa108d3,842.0,2018-05-15 14:03:08,4,210.5,False
079d295dcbf06ee8bb1b65ba964eb2b6,349.3,2018-06-25 12:37:03,3,116.43333333333334,False
07a9bc7f61396b658ddf3ac534efe44c,119.9,2017-06-26 11:44:22,15,7.993333333333334,False
07bf9669d84d1f11be443a9dd938f698,1776.0,2017-03-08 16:34:25,18,98.66666666666667,False
07d75e33f2750d97d467fb57e4dfdd8a,722.4,2018-03-06 09:17:21,6,120.39999999999999,False
07de60b03d150fb3ea09eab5da5e4c8b,719.0999999999999,2018-01-31 23:06:27,7,102.72857142857141,False
07e8e8fc5222bb358e6f259da3197074,51.8,2018-02-21 06:27:09,7,7.3999999999999995,False
080102cd0a76b09e0dcf55fcacc60e05,5612.649999999991,2017-07-23 11:22:00,14,400.90357142857084,True
080199a181c46c657dc5aa235411be3b,14504.199999999986,2017-09-20 05:02:16,12,1208.6833333333323,True
08061dc0fc165ed41288cc7acde738ee,123.80000000000001,2017-03-23 00:48:00,18,6.877777777777778,False
08084d990eb3f53af056ccbc1730c8a7,372.50000000000006,2018-02-08 07:04:45,7,53.21428571428572,False
081acf3de680d554796c9cf041be7bc2,1597.3000000000002,2017-11-27 14:39:18,10,159.73000000000002,False
082e0bf4cb865a6533b1e8e498cc0255,2073.2999999999997,2017-10-29 13:42:54,11,188.48181818181817,False
085f6f7e049c996695fb2074fe38d45e,305.4,2018-02-26 14:22:19,7,43.628571428571426,False
08633c14ef2db992c11f840f04fad4cd,7644.299999999987,2017-12-13 09:15:58,9,849.3666666666653,True
0873d9f8f36123f8d910f4760e788cfb,7265.59,2018-05-07 20:22:07,4,1816.3975,True
0885aaf116795758dfeb5f1032487bcd,2573.1000000000013,2017-12-14 21:06:57,9,285.90000000000015,False
0887a9f087bcd5d9f6642b52f897fc6c,1642.0,2017-02-02 15:22:02,20,82.1,False
08ad4ac1388e4420ca531c3edfc46198,221.61999999999998,2018-06-11 19:55:25,3,73.87333333333332,False
08cdbae123ff67ca4e36d9d641ce0119,3098.99,2018-02-20 08:12:25,7,442.7128571428571,True
08d0949a9a17c027262db1f3c450c26c,324.79999999999995,2017-08-21 13:38:52,13,24.98461538461538,False
08d1c9478fb0d7d7fcac9c0da4e82fc7,538.0,2018-06-12 08:29:53,3,179.33333333333334,False
08d2d642cf72b622b14dde1d2f5eb2f5,908.9999999999999,2017-02-12 21:40:53,19,47.84210526315789,False
08f5819815f3d06545011850bd70f0a8,452.0,2018-06-21 00:56:22,3,150.66666666666666,False
091065b789659bc3cd9af9cb3a6253ff,1359.0,2017-10-15 13:01:37,11,123.54545454545455,False
0936e1837d0c79253456bbb2ffaaef10,38.9,2017-04-11 22:09:31,17,2.288235294117647,False
093805f8f2aeb63881444571e1f48f30,1215.7900000000002,2017-08-31 20:38:35,13,93.5223076923077,False
094ced053e257ae8cae57205592d6712,1519.2,2018-04-04 20:43:55,5,303.84000000000003,False
0951a6e282947e09cd47969f4ed0b47f,492.29999999999995,2018-07-26 09:25:14,2,246.14999999999998,False
09883d9ab71c8fe8a9bfc7fc3075b07e,269.6,2017-04-25 17:46:45,17,15.858823529411765,False
099095b050cfe8eb1ddff5317587e96e,5003.839999999997,2017-12-16 09:01:56,9,555.9822222222219,True
09bad886111255c5b5030314fc7f1a4a,487.5,2018-08-08 18:25:48,1,487.5,True
09f952a5f58d2285b0372551ae8f9b01,11821.499999999998,2017-09-15 09:24:57,12,985.1249999999999,True
0a198e95d32b1be2da9424c962a6ebfa,69.99,2018-06-13 12:09:56,3,23.33,False
0a82f5fb06a4fe4ac2cf7cb412ec71b8,462.0,2018-02-03 13:14:01,7,66.0,False
0a85ebe4e328db81ac9109781205e2f7,667.9,2018-05-11 10:18:31,4,166.975,False
0aa2205ca24f113f4658a5c536667426,815.62,2018-04-18 11:16:54,5,163.124,False
0ac4201fda2c68ebc0e47cb9423cf3c9,1676.88,2017-06-19 08:18:34,15,111.792,False
0ad80de75c811326389cfb1daba7d45e,1449.4,2017-10-19 08:38:00,11,131.76363636363638,False
0adac9fbd9a2b63cccaac4f8756c1ca8,15557.599999999971,2017-01-22 20:25:54,20,777.8799999999985,True
0ade5cc4a305ed7093a23f68ca47519c,158.88,2017-11-24 09:11:25,10,15.888,False
0aea4c6ae1505b3228ddf3dd7822ee5b,1427.91,2017-10-09 20:23:13,11,129.81,False
0af2ab31141893d26aca5a404a537dab,59.0,2018-08-23 22:37:44,1,59.0,False
0af977692321d895349eded183341d28,257.75,2018-04-01 02:54:21,5,51.55,False
0afccdb8a34ee5c79f7c06faf2b4d56e,1185.6,2017-04-05 11:04:33,18,65.86666666666666,False
0b09101900100c0e9d312861fad5a1b9,153.75,2017-01-27 14:59:17,20,7.6875,False
0b0ddbc7b9d9584f442c7ac92b0ff6c9,1416.76,2018-03-30 20:29:47,6,236.12666666666667,False
0b18d63d0cd1d723567903fd34a07df2,1678.1400000000003,2017-04-11 14:30:03,17,98.71411764705884,False
0b1ca3ef18a63d7eb0c8897fa0849c08,55.0,2018-04-12 00:10:10,5,11.0,False
0b35c634521043bf4b47e21547b99ab5,13235.649999999996,2017-12-07 11:06:04,9,1470.6277777777773,True
0b36063d5818f81ccb94b54adfaebbf5,765.0,2017-01-30 21:44:49,20,38.25,False
0b3f27369a4d8df98f7eb91077e438ac,146.51,2017-11-13 15:19:44,10,14.651,False
0b46f784306be7200ca1700aa55d819f,19.9,2017-03-19 08:36:36,18,1.1055555555555554,False
0b64bcdb0784abc139af04077d49a20e,137.6,2018-04-06 19:54:30,5,27.52,False
0b90b6df587eb83608a64ea8b390cf07,28492.760000000013,2017-10-24 14:48:29,11,2590.25090909091,True
0bae85eb84b9fb3bd773911e89288d54,7433.559999999989,2017-05-02 16:32:37,17,437.26823529411695,True
0bb27263628258b8111a0262769fa9db,22.2,2017-04-01 17:24:26,18,1.2333333333333334,False
0bb738e4d789e63e2267697c42d35a2d,1979.400000000001,2017-02-01 12:59:24,20,98.97000000000006,False
0be8ff43f22e456b4e0371b2245e4d01,11335.999999999965,2017-05-09 10:57:58,16,708.4999999999978,True
0bebbb2cea103a4a020c95d43fd7d754,1367.2,2018-06-30 19:07:30,2,683.6,True
0bf0150d5b9d60d9cd2906003332f085,5774.599999999998,2017-02-16 23:15:22,19,303.92631578947356,False
0bfd0b434243adc5c2e1aa6baf19c6aa,371.20000000000005,2017-10-23 22:16:49,11,33.74545454545455,False
0c7533c71df861ec58ad7ff999ed0e8d,2989.3000000000034,2017-07-11 23:14:57,14,213.5214285714288,False
0c7f30ae9b147eca07affbef92832a6a,479.5,2017-03-03 11:02:44,19,25.236842105263158,False
0c8380b62e38e8a1e6adbeba7eb9688c,17228.98999999997,2016-10-04 17:25:09,24,717.874583333332,True
0cab2da43793a6f3c5ed8514c5f54627,309.70000000000005,2018-05-11 10:26:01,4,77.42500000000001,False
0cbcee27c791afa0cdcb08587a2013a8,5054.15,2017-03-04 23:32:12,19,266.0078947368421,False
0d33a55da925bbf1ff02af5f6059fc7f,547.3,2017-11-09 12:56:00,10,54.73,False
0d4c8269e7f0401201794deef160edd6,792.64,2017-10-17 22:36:32,11,72.05818181818182,False
0d83f8e03188682112cc0d93523705cc,696.26,2017-11-14 09:05:04,10,69.626,False
0d85bbda9889ce1f7e63778d24f346eb,4845.200000000001,2017-03-22 17:40:51,18,269.1777777777778,False
0daf5180aa44356f60f8effa533b55a2,144.8,2018-07-30 12:19:23,1,144.8,False
0db783cfcd3b73998abc6e10e59a102f,8979.399999999994,2016-10-08 20:02:32,23,390.40869565217366,False
0dd184061fb0eaa7ca37932c68ab91c5,18446.92,2017-12-04 19:18:09,9,2049.6577777777775,True
0ddefe3c7a032b91f4e25b9c3a08fca1,402.9,2018-04-12 15:09:11,5,80.58,False
0df3984f9dfb3d49ac6366acbd3bbb85,9891.489999999989,2017-03-12 09:25:41,18,549.5272222222216,True
0dfbed20065e425d2eaefb101f9816c0,84.35,2018-05-12 23:13:36,4,21.0875,False
0e44d110fa6a54e121cb2c095a77762f,223.32,2017-08-04 06:36:20,13,17.178461538461537,False
0e72c1a751b496722a6cb1f10653b62a,140.8,2018-05-11 00:18:02,4,35.2,False
0e982cff76cc0579f632cea8a0e38c9d,971.9,2017-09-26 12:57:49,12,80.99166666666666,False
0ea22c1cfbdc755f86b9b54b39c16043,10592.099999999948,2016-10-06 18:50:25,24,441.3374999999978,True
0eaa7e33d73809f1f925f7d07c506cbd,1552.0,2017-04-10 10:28:48,17,91.29411764705883,False
0ebd97a106433a45a4aebe57c1799778,3046.8000000000015,2017-05-16 09:12:37,16,190.4250000000001,False
0ec28cec4046a4a199b6de9b4c891d97,296.6,2018-04-22 15:59:19,5,59.32000000000001,False
0ed6ce5d87fd9c69eaacaeb778d67235,2026.5200000000011,2017-10-05 17:40:46,11,184.229090909091,False
0ee4fb99ac55ffbbc98795aa01b7f8fa,59.9,2017-05-01 10:30:43,17,3.523529411764706,False
0ef83d7d83ed97cd2a0049ac8be5f88a,4421.009999999999,2017-11-24 11:01:15,10,442.10099999999994,True
0f0c984a4a955310903b6b6008660bad,369.81000000000006,2018-04-24 18:30:34,5,73.96200000000002,False
0f519b0d2e5eb2227c93dd25038bfc01,79.9,2017-01-27 12:10:46,20,3.995,False
0f7eea709efdf942b5f95c7516dbacd7,195.74,2018-04-05 19:11:09,5,39.148,False
0f80a40c312b2472dca482cf50f5186f,129.9,2018-08-22 11:12:30,1,129.9,False
0f94588695d71662beec8d883ffacf09,9.0,2017-03-01 10:56:53,19,0.47368421052631576,False
0fe2d9733ed841eb064503920015a8c0,389.64,2018-05-14 18:58:43,4,97.41,False
0ff83046c3fa22efee8ecf291888b191,768.8999999999999,2017-04-01 18:33:06,18,42.71666666666666,False
0ffa40d54288e4f3499b8780dd0f144f,2162.8,2018-01-10 08:52:43,8,270.35,False
10076e5788b8ee532724bcd460baf762,821.48,2017-05-11 17:19:02,16,51.3425,False
10089e9f2fd0c668a8fd4e52e1698888,1139.9,2017-03-12 17:35:58,18,63.32777777777778,False
101a3a003516bc11253298b2fad3cb65,450.0,2018-06-21 20:47:22,3,150.0,False
1025f0e2d44d7041d6cf58b6550e0bfa,138208.5599999995,2017-07-09 11:15:16,14,9872.039999999964,True
10264f60a8f0a4d2f30810f5c661c673,284.6,2018-06-19 21:10:11,3,94.86666666666667,False
1099a00e0ee3a50935e6c2447ca090c5,849.6999999999999,2017-11-09 18:46:46,10,84.97,False
10cdd491d1dbea8fb4ead97b19c334ce,208.9,2018-06-26 20:11:26,3,69.63333333333334,False
10ff823eda2b032e2c93d17a7d294736,1144.98,2017-06-14 17:47:53,15,76.33200000000001,False
112453736dbe3889cfb74e1aaa0ba0c1,1890.0,2018-06-13 09:39:17,3,630.0,True
1127b7f2594683f2510f1c2c834a486b,6669.700000000001,2017-02-24 21:36:00,19,351.0368421052632,False
11305281b50fff20ae8bb473f8e11876,6528.699999999993,2016-10-09 13:31:57,23,283.85652173913013,False
113e3a788b935f48aad63e1c41dac1bd,847.3500000000003,2017-07-22 13:30:25,14,60.52500000000002,False
116ccb1a1604bc88e4d234a8c23f33de,2004.8900000000003,2017-11-09 12:05:32,10,200.48900000000003,False
11742f81550ac064cc9a40f67151d9ad,781.9,2018-08-02 14:41:02,1,781.9,True
117cfc326c6d50da67ca858ff5c0c852,454.6,2018-05-02 15:22:57,4,113.65,False
11938fcc75f6902fea1d0a6f72b54a57,594.98,2018-01-11 21:19:54,8,74.3725,False
119c7f1a00ef43fad0e57604e76a747c,189.8,2017-10-15 02:37:02,11,17.254545454545454,False
119d1aef1b4144adba89163f6cd9f5d4,1094.0,2017-05-26 20:01:38,16,68.375,False
11bfa66332777660bd0640ee84d47006,3925.8699999999926,2017-09-06 20:20:25,12,327.15583333333274,False
11d4c477d09821164bca4f70a2eae031,83.03999999999999,2017-07-18 20:52:33,14,5.931428571428571,False
11eac105f3f90a9b87b19c89d91e24f3,802.89,2017-05-24 10:21:15,16,50.180625,False
11fb6f6d341adbe19e81733701704635,1197.0,2018-08-07 17:16:36,1,1197.0,True
120476eb7a04c149d14772edaf5d9bf2,2368.8,2018-07-14 09:19:17,2,1184.4,True
1284de4ae8aa26997e748c851557cf0e,1459.97,2017-05-11 18:46:35,16,91.248125,False
128639473a139ac0f3e5f5ade55873a5,11795.849999999891,2017-05-12 23:12:12,16,737.2406249999932,True
128f9bfbe4c7d5185033914b1de3d39a,1267.3899999999999,2017-09-13 17:44:20,12,105.61583333333333,False
12a8eb0f8d1cd3270695bf2a99f55966,397.0,2017-10-12 01:21:54,11,36.09090909090909,False
12b9676b00f60f3b700e83af21824c0e,26376.0,2017-03-07 22:10:46,18,1465.3333333333333,True
12c2ed9cded6138cf0c75f525f565fc7,314.96,2017-11-09 19:40:27,10,31.496,False
13074f016982ff2bd6c58ced8682f000,1977.0,2017-11-02 20:58:23,10,197.7,False
131fcb0a0c9a47bba4474aacff0f14b7,369.8,2018-06-03 19:44:12,3,123.26666666666667,False
1336efc61c316ddf92c899eb817f7cae,4837.309999999998,2017-01-22 21:42:56,20,241.86549999999988,False
134285d1f41da5c13a756ee8142c8a4e,1572.6999999999998,2018-06-10 13:27:42,3,524.2333333333332,True
134a288e7de827ec5ec62e3ec9c3a295,877.45,2017-05-01 12:25:44,17,51.61470588235294,False
134b867a0f7f8bbe6abf10f91874891e,789.89,2018-04-19 22:04:20,5,157.978,False
13511db12ac61e2f89c53b72a944a60b,798.0,2018-04-23 13:50:35,5,159.6,False
1352e06ae67b410cdae0b2a22361167b,178.0,2017-04-07 18:12:59,17,10.470588235294118,False
1354d51653f645349064725ed204e85e,2410.0,2017-06-05 16:49:45,15,160.66666666666666,False
138dbe45fc62f1e244378131a6801526,1125.5599999999997,2018-05-07 11:11:27,4,281.38999999999993,False
139157dd4daa45c25b0807ffff348363,29.9,2017-08-31 11:09:42,13,2.3,False
13c2ed7698b3ca92dad49e849219da59,498.61,2018-01-03 20:20:26,8,62.32625,False
13d058e4eeac2ce8217660b2f8a05812,3739.779999999998,2017-05-13 00:04:32,16,233.73624999999987,False
13d95f0f6f73943d4ceffad0fc2cd32c,249.99,2018-03-13 12:23:51,6,41.665,False
13dd308f81fea30cc670c656b2b46cc3,117.69999999999999,2018-07-30 23:51:39,1,117.69999999999999,False
13e85aac53340018b40c2af68001b7e0,17.8,2016-10-08 22:41:36,23,0.773913043478261,False
13f57c12a00ed4610db646b913a7f5c6,645.1999999999999,2017-09-25 10:08:28,12,53.76666666666666,False
13fa2a6c6b9d0f43cb588d7c82117a12,4528.0,2017-06-09 17:38:12,15,301.8666666666667,False
141440cad9341e553f8401c574a2aa38,1288.1999999999998,2018-05-01 12:22:52,4,322.04999999999995,False
1430239a858e7682bbc43b20758af153,633.9899999999998,2017-08-22 16:56:24,13,48.76846153846152,False
1444c08e64d55fb3c25f0f09c07ffcf2,2749.0,2018-04-28 12:23:26,5,549.8,True
1464afc72f696af775557a821c2e253f,1059.3599999999997,2017-04-12 12:13:43,17,62.31529411764704,False
14a08204d03bb6b6bde8029f801ae0eb,2185.4,2018-03-15 20:13:55,6,364.23333333333335,False
14d7985702e72162bbf13b6beb74ab2b,3887.0,2017-03-31 14:40:26,18,215.94444444444446,False
14ee35374a7876217954b5fa08e50463,809.0,2017-10-04 19:55:43,11,73.54545454545455,False
14f2b3587172b9db894c9bad8dab520b,244.0,2018-03-21 13:01:05,6,40.666666666666664,False
152ee17e4c8aaf53dac99f3462e4999b,308.96000000000004,2017-07-14 14:16:10,14,22.06857142857143,False
154bdf805377afea75a3bd158e9eab10,89.9,2018-07-02 18:42:38,2,44.95,False
1554a68530182680ad5c8b042c3ab563,28979.640000000112,2016-10-04 14:23:50,24,1207.4850000000047,True
157c3e4b42f81ac4a44e8b1ca2fe9876,2548.5,2017-10-19 22:49:04,11,231.6818181818182,False
1588ac4010787100dddef64568f0ae35,599.97,2017-12-22 20:35:38,9,66.66333333333334,False
15aac934c58d886785ac1b17953ea898,4353.9,2017-10-19 19:59:44,11,395.80909090909086,False
15b3b1b81484422eb41df68ac87f1f50,43.35,2017-11-24 23:01:08,10,4.335,False
15cd6eefe58588619aaed41dfa6621b1,1622.740000000001,2017-07-17 21:44:27,14,115.91000000000007,False
15ead3a5037a918ddb520dfe39a3d2b9,254.5,2018-01-22 13:48:41,8,31.8125,False
15fa791d5e017f66402dc28c44480657,1802.0,2018-02-16 14:52:20,7,257.42857142857144,False
160851d3ece7aa1a510f8d1a4bb8a8af,102.05,2018-07-29 11:15:05,2,51.025,False
16090f2ca825584b5a147ab24aa30c86,25579.160000000127,2017-01-31 17:40:36,20,1278.9580000000065,True
160e4f13fd3a64b1b86807be88b5ffb0,886.0,2017-11-15 19:51:30,10,88.6,False
164a5a8794e6d42e14f55e447b12a3bc,73.99,2018-07-27 11:24:55,2,36.995,False
165b1235e9e9942cb5fae67103576fb0,2085.1500000000005,2018-05-20 08:41:02,4,521.2875000000001,True
165fc07beebdcb6190fba8a06db2a449,17481.399999999994,2017-08-07 10:21:18,13,1344.7230769230764,True
1660ad786c27fd935378b6192a90b417,1570.0,2017-08-17 10:06:55,13,120.76923076923077,False
166e8f1381e09651983c38b1f6f91c11,78.8,2017-07-25 01:53:48,14,5.628571428571428,False
167fd940acebc789debd6eb418c46e38,1077.5800000000002,2017-11-30 18:26:24,10,107.75800000000001,False
1690cada046eb7e92c12f98b1f8a8167,1760.0,2018-04-16 21:52:12,5,352.0,False
16bdc8cefd0e32a6f0824d296c5ad14a,41.76,2018-04-11 08:22:30,5,8.352,False
1703bc09972dab9782e7a9194943b69f,249.9,2018-07-14 17:52:26,2,124.95,False
1710c3aaa9c6b44ec3883ee0fe300e21,1188.9,2018-04-25 17:22:38,5,237.78000000000003,False
17306570e772e7718c92a562d33f5f1d,8639.999999999995,2017-02-28 21:17:05,19,454.7368421052629,True
173d56ffbd4c56cb80fc3615487d712b,358.0,2018-08-18 08:27:58,1,358.0,False
1746c1ae87ac63d530c7c943d0ac42e2,229.9,2017-12-12 22:04:33,9,25.544444444444444,False
1771297ac436903d1dd6b0e9279aa505,2881.269999999999,2017-01-19 22:41:52,20,144.06349999999995,False
1782ce2db72c3dda627d5e7c898104e1,2010.8,2017-02-06 10:13:04,19,105.83157894736841,False
17908cf9b444ee34047cadd5c0f4a516,1993.99,2017-09-21 21:02:09,12,166.16583333333332,False
